Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
KBL5_068,KBL5,001/001,002/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,002/002,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/002,001/001,001/001,002/002,001/001,001/001,001/001,001/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/003,035/038,012/015,006/040,002/004,007/012,018/021,004/005,014/014,011/011,007/008,004/004,008/008
KBL5_069,KBL5,001/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/003,028/034,011/013,031/037,004/007,009/010,008/031,005/018,012/014,015/016,009/009,004/008,003/008
KBL5_070,KBL5,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,002/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,000/000,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,002/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,001/001,001/001,001/001,001/002,000/000,001/001,002/002,002/002,000/000,002/002,001/003,029/030,010/013,000/000,002/002,005/009,008/014,004/004,013/016,012/013,008/012,004/008,004/008
KBL5_071,KBL5,001/002,001/002,001/001,001/002,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,001/002,001/002,000/000,001/001,002/002,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,000/000,001/002,002/002,002/002,003/003,028/034,004/008,038/044,002/004,011/018,008/011,004/005,013/024,004/014,009/013,004/004,001/003
KBL5_072,KBL5,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,001/002,001/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/003,027/030,010/013,033/034,002/002,003/004,011/023,015/027,018/019,006/010,009/019,004/004,008/008
KBL5_073,KBL5,001/002,001/001,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/001,001/002,002/002,000/000,002/002,001/002,002/002,002/002,001/001,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/001,002/002,001/002,002/002,002/002,003/013,031/032,004/013,031/034,002/002,013/014,009/027,004/006,012/012,011/013,013/014,004/005,003/003
KBL5_074,KBL5,001/001,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,000/000,002/002,001/002,002/002,001/001,000/000,001/002,001/002,001/001,002/002,001/002,001/001,001/001,001/001,001/002,001/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/002,001/001,001/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,002/002,003/003,029/032,011/012,007/022,002/002,007/007,011/012,021/027,010/012,008/009,012/016,004/004,003/008
KBL5_075,KBL5,000/000,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,001/002,001/001,001/001,001/002,002/002,002/002,001/001,001/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/002,001/001,001/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,002/002,002/002,001/001,001/001,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,002/002,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/012,018/033,011/012,032/036,004/006,007/012,018/031,005/014,005/016,009/012,010/014,004/008,003/003
KBL5_076,KBL5,001/002,001/002,001/002,002/002,002/002,001/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/001,001/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,001/001,001/001,001/002,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/004,028/034,004/004,034/035,004/008,007/014,008/020,004/032,005/017,013/015,007/011,004/008,003/003
KBL5_077,KBL5,001/002,002/002,001/001,001/002,002/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,001/001,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,001/002,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/004,030/032,011/011,007/041,002/007,007/010,014/016,004/005,014/015,012/013,009/011,004/004,003/008
KBL5_078,KBL5,001/002,001/002,001/002,002/002,002/002,001/001,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,001/001,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/001,001/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,001/002,002/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,001/002,001/002,002/002,002/002,001/004,030/031,004/013,007/030,002/004,013/018,011/012,005/026,011/017,006/011,013/015,004/004,003/003
KBL5_079,KBL5,002/002,001/002,001/002,002/002,002/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,001/001,001/002,001/002,001/002,002/002,001/002,001/001,002/002,001/001,001/002,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,000/000,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/003,028/033,004/011,031/036,002/004,005/010,010/011,004/005,011/017,012/013,014/018,004/008,008/008
KBL5_080,KBL5,001/001,001/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/001,001/001,002/002,001/002,002/002,002/002,001/002,001/002,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/001,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/002,001/001,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,003/003,030/032,010/013,026/041,002/002,005/007,007/009,005/014,012/017,011/012,009/014,008/008,003/008
KBL5_081,KBL5,002/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,000/000,002/002,002/002,002/002,002/002,003/003,027/028,004/013,028/037,002/002,007/015,008/008,004/016,005/009,010/013,014/016,003/004,008/008
KBL5_082,KBL5,001/001,001/001,001/001,002/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/002,001/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,001/001,001/002,001/001,002/002,001/001,002/002,002/002,002/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,001/001,001/001,001/001,001/001,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,001/001,001/002,001/002,001/001,002/002,001/002,002/002,002/002,001/001,030/031,011/014,038/049,002/004,010/011,011/021,005/024,012/013,005/010,011/012,004/005,003/008
KBL5_083,KBL5,001/002,001/002,001/001,002/002,002/002,002/002,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/001,002/002,002/002,001/002,001/001,001/002,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/001,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,001/002,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,003/003,031/034,010/012,030/042,002/004,009/011,008/011,024/026,015/016,011/012,007/014,004/004,003/008
KBL5_084,KBL5,002/002,001/001,002/002,002/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/001,001/001,001/001,001/002,002/002,001/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,000/000,001/001,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/002,001/002,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/003,028/029,004/011,032/034,002/004,010/011,009/011,004/005,013/016,007/012,009/010,004/005,003/004
KBL5_085,KBL5,001/002,001/001,002/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/001,001/002,002/002,001/002,001/002,001/002,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/003,023/035,010/013,011/036,002/002,009/009,007/008,005/025,012/017,010/011,011/019,004/005,008/008
KBL5_086,KBL5,002/002,001/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,001/001,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/013,027/029,012/012,030/034,002/004,007/013,009/012,024/024,010/010,010/011,005/010,004/005,003/008
KBL5_087,KBL5,002/002,002/002,001/002,001/002,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,002/002,001/001,001/002,001/001,001/002,001/002,001/002,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/001,001/001,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,002/002,002/002,003/006,030/031,007/011,030/037,002/002,007/009,008/018,006/024,010/016,006/013,011/012,004/008,003/003
KBL5_088,KBL5,001/001,001/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/001,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/002,001/002,001/002,001/001,002/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,002/002,000/000,001/001,001/002,001/001,001/001,002/002,001/001,001/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,002/002,001/002,002/002,000/000,002/002,001/001,001/001,000/000,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/001,002/002,002/002,002/002,002/002,001/003,027/033,010/016,032/033,002/002,011/013,008/018,023/025,006/013,009/011,011/017,004/004,003/003
KBL5_089,KBL5,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,002/002,002/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,001/002,001/002,001/002,002/002,001/003,029/029,010/015,035/036,002/002,007/013,009/014,014/022,013/019,012/014,013/016,004/004,008/008
KBL5_090,KBL5,002/002,002/002,001/002,001/002,002/002,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/002,001/002,002/002,001/001,000/000,002/002,001/001,001/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,002/002,001/002,001/002,001/002,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/001,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,001/002,001/002,002/002,002/002,002/002,001/002,002/002,001/002,001/001,001/001,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/003,028/032,004/014,036/037,002/004,010/012,009/014,007/022,013/017,010/014,008/019,004/004,003/003
KBL5_091,KBL5,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,002/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/002,001/002,001/002,001/002,001/001,001/002,002/002,003/004,028/032,010/014,031/041,002/002,007/009,011/023,006/018,010/013,012/015,007/017,004/005,003/008
KBL5_092,KBL5,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,002/002,002/002,002/002,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,001/002,002/002,002/002,002/002,001/001,001/002,001/002,001/002,001/002,000/000,002/002,002/002,001/001,001/002,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,002/002,001/001,001/001,002/002,002/002,002/002,006/006,034/038,004/014,010/022,002/002,012/013,008/020,023/027,010/019,007/012,009/018,004/004,008/008
KBL5_093,KBL5,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,001/001,001/002,001/002,001/001,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,001/001,001/001,002/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,001/002,002/002,001/002,002/002,002/002,002/002,002/002,003/003,033/033,010/012,011/034,002/002,005/007,012/029,012/022,008/009,010/013,012/012,005/008,008/008
KBL5_094,KBL5,001/001,001/002,001/002,000/000,002/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/001,001/002,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,001/001,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,001/002,002/002,001/002,001/003,027/030,008/013,038/040,002/004,009/010,011/011,004/023,003/017,010/011,012/014,004/008,003/003
KBL5_095,KBL5,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/003,028/030,009/011,030/041,002/007,009/009,008/008,004/016,012/014,010/014,010/012,004/004,003/008
KBL5_096,KBL5,001/002,001/001,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,002/002,001/002,002/002,000/000,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/002,001/002,002/002,001/001,001/002,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,001/001,002/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/001,001/002,002/002,002/002,001/002,001/001,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,003/004,028/029,007/012,034/044,002/002,009/010,012/025,005/028,012/018,011/016,011/016,004/004,008/008
