Ind	Pop	One_ACBP_79	One_agt_132	One_aldB_152	One_apoe_83	One_c3_98	One_CD9_269	One_cetn1_167	One_CFP1	One_cin_177	One_ctgf_301	One_E2	One_gdh_212	One_GHII_2461	One_ghsR_66	One_GPDH	One_GPDH2	One_GPH_414	One_hcs71_220	One_HGFA	One_HpaI_436	One_HpaI_99	One_Hsp47	One_IL8r_362	One_KCT1_453	One_KPNA_422	One_LEI_87	One_lpp1_44	One_metA_253	One_MHC2_190	One_MHC2_251	One_Mkpro_129	One_ODC1_196	One_Ots208_234	One_Ots213_181	One_p53_576	One_pax7_248	One_PIP	One_Prl2	One_rab1a_76	One_RAG1_103	One_RAG3_93	One_redd1_414	One_RF_112	One_RF_295	One_rpo2j_261	One_sast_211	One_spf30_207	One_srp09_127	One_ssrd_135	One_STC_410	One_STR07	One_SUMO1_6	One_sys1_230	One_taf12_248	One_Tf_ex10_750	One_Tf_ex3_182	One_tshB_92	One_txnip_401	One_U1003_75	One_U1004_183	One_U1009_91	One_U1010_81	One_U1012_68	One_U1013_108	One_U1014_74	One_U1016_115	One_U1024_197	One_U1101	One_U1103	One_U1105	One_U1201_492	One_U1202_1052	One_U1203_175	One_U1204_53	One_U1205_57	One_U1206_108	One_U1208_67	One_U1209_111	One_U1210_173	One_U1212_106	One_U1214_107	One_U1216_230	One_U301_92	One_U401_224	One_U404_229	One_U502_167	One_U503_170	One_U504_141	One_vamp5_255	One_vatf_214	One_VIM_569	One_ZNF_61	One_zP3b	One_Omy77v4	One_One100	One_One102v4	One_One103PT	One_One105	One_One108v4	One_One110v4	One_One111v4	One_One114v4	One_One115	One_Ots103v4	One_Ots107v4	One_uSat60v4	One_CO1	One_Cytb_17	One_Cytb_26
RBL1_088	RBL1	001/001	001/002	001/001	001/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	001/001	001/002	001/001	001/002	002/002	001/001	001/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	001/001	001/002	002/002	001/001	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/002	001/002	002/002	002/002	001/001	002/002	106/114	320/348	231/235	310/314	128/136	204/204	270/286	202/270	000/000	201/217	165/181	114/114	000/000	001	002	002
RBL1_089	RBL1	001/002	002/002	001/001	002/002	002/002	001/002	002/002	002/002	001/002	001/001	001/001	001/002	002/002	001/002	001/002	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	001/002	002/002	002/002	002/002	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	001/001	001/001	001/001	002/002	002/002	002/002	002/002	001/002	001/002	002/002	104/106	344/348	227/243	286/322	128/132	184/192	250/250	198/206	227/271	201/217	161/205	110/114	116/116	001	002	002
RBL1_090	RBL1	001/002	001/002	001/002	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/002	001/001	001/002	001/002	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/002	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	100/104	356/356	235/239	310/318	124/128	196/196	238/238	286/290	259/263	173/197	193/205	114/114	116/116	001	002	002
RBL1_091	RBL1	001/002	001/002	001/001	001/002	002/002	001/001	001/001	001/002	001/002	001/001	001/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	002/002	001/001	002/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	001/002	001/002	002/002	100/100	320/352	227/231	190/298	128/128	204/212	242/270	282/286	255/255	209/225	165/181	114/114	116/128	001	002	002
RBL1_092	RBL1	001/002	002/002	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	002/002	001/002	001/002	001/002	001/002	002/002	001/002	001/001	002/002	001/001	001/002	002/002	001/001	001/001	001/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	002/002	002/002	001/002	002/002	002/002	001/002	001/002	001/001	001/002	001/002	001/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	100/106	316/336	227/231	294/310	128/128	200/200	242/250	198/202	247/263	217/221	169/193	114/114	116/116	002	002	001
RBL1_093	RBL1	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	001/001	001/001	001/002	001/001	001/002	001/002	001/001	001/002	001/002	002/002	002/002	002/002	001/001	002/002	001/002	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/001	002/002	001/002	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/001	001/002	001/001	002/002	001/002	002/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	104/106	348/356	231/235	214/290	128/140	196/196	238/254	202/274	259/279	217/221	161/205	114/114	128/128	001	002	002
RBL1_094	RBL1	002/002	001/001	001/001	002/002	002/002	001/002	001/002	001/002	001/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/001	001/002	001/001	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/002	001/002	002/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/001	002/002	002/002	001/002	001/001	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	100/104	332/352	231/235	182/294	128/132	200/204	238/242	202/258	263/275	000/000	161/193	114/080	000/000	001	002	002
RBL1_095	RBL1	001/001	002/002	001/001	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/002	001/002	001/001	001/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	001/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/002	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	104/104	344/348	219/235	322/326	128/128	204/204	242/262	198/206	235/263	209/217	185/205	114/118	000/000	001	002	002
RBL2_001	RBL2	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	001/002	001/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	001/001	001/001	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/002	002/002	002/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/002	001/002	002/002	001/002	002/002	100/104	348/356	227/243	286/298	124/132	196/212	258/270	198/202	251/271	209/209	157/197	114/114	128/128	001	002	002
RBL2_002	RBL2	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	001/002	001/001	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/002	001/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	001/001	002/002	002/002	001/002	000/000	001/002	002/002	001/001	001/002	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	001/002	000/000	100/104	316/320	239/243	278/298	128/128	184/252	250/258	198/206	259/275	213/225	161/185	114/114	116/116	001	002	002
RBL2_003	RBL2	001/001	001/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	001/002	002/002	001/001	001/002	001/002	001/002	001/001	001/001	001/002	001/002	001/001	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	104/106	312/340	227/243	286/326	128/128	192/196	238/246	238/278	231/243	217/221	165/201	114/114	128/128	002	002	001
RBL2_004	RBL2	001/001	002/002	001/002	002/002	001/002	001/001	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/002	002/002	002/002	001/002	001/002	001/001	001/002	002/002	001/002	001/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/001	002/002	100/100	332/344	211/227	294/298	128/128	196/236	230/238	202/206	263/275	205/213	157/161	110/118	116/116	001	002	002
RBL2_005	RBL2	001/002	001/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/002	001/002	001/002	001/001	002/002	001/002	001/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/001	001/001	001/002	001/001	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	002/002	002/002	002/002	002/002	002/002	001/002	002/002	104/104	340/356	239/239	278/286	128/128	204/208	238/242	198/206	251/267	201/229	161/161	114/114	116/128	001	002	002
RBL2_006	RBL2	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/002	001/001	002/002	001/002	002/002	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	000/000	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	100/106	340/348	227/239	278/294	128/128	192/212	238/242	202/294	231/255	205/209	157/161	114/114	116/120	001	002	002
RBL2_007	RBL2	001/002	002/002	001/001	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/002	002/002	000/000	002/002	001/002	002/002	002/002	001/002	001/002	001/001	001/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/001	002/002	001/001	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/001	002/002	100/104	340/356	235/239	286/318	128/128	200/204	250/250	202/202	247/251	209/213	157/161	114/114	128/128	001	002	002
RBL2_008	RBL2	001/001	001/001	001/002	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	001/002	001/001	001/001	001/002	001/001	001/001	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	001/001	002/002	001/001	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	002/002	001/002	001/001	002/002	002/002	001/002	001/001	001/002	001/002	002/002	002/002	001/002	001/002	001/002	002/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/002	002/002	001/001	002/002	002/002	001/002	002/002	104/104	320/348	235/243	286/298	128/128	204/204	234/256	206/258	235/275	217/229	185/205	114/114	116/128	001	002	002
RBL2_009	RBL2	001/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	000/000	002/002	002/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	002/002	001/001	000/000	002/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	002/002	002/002	104/104	340/352	227/243	214/282	128/128	176/196	234/238	198/274	215/263	205/217	161/161	110/114	116/128	002	002	001
RBL2_010	RBL2	002/002	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/002	001/002	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/001	002/002	001/002	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	002/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/002	001/002	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	100/104	348/360	219/239	298/314	128/128	204/224	254/262	202/286	271/275	205/221	161/165	110/114	116/128	001	002	002
RBL2_011	RBL2	001/002	002/002	001/002	002/002	002/002	001/001	001/002	001/001	001/001	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	001/001	002/002	001/001	001/002	002/002	001/002	001/001	001/002	001/001	002/002	002/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	001/002	002/002	001/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	002/002	001/001	001/002	001/001	001/001	001/001	001/002	001/002	001/002	001/001	001/002	002/002	002/002	104/104	316/344	219/235	294/318	128/132	200/204	250/266	202/278	251/259	197/217	157/161	114/122	120/128	001	002	002
RBL2_012	RBL2	001/001	001/002	001/002	002/002	002/002	001/001	001/001	001/002	001/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/002	001/001	001/001	001/002	001/001	002/002	001/002	002/002	001/002	002/002	002/002	002/002	100/100	320/348	207/223	302/306	128/128	204/216	238/238	198/206	243/243	225/225	169/173	114/114	116/128	002	002	001
RBL2_013	RBL2	001/001	001/002	001/002	002/002	002/002	001/002	001/001	001/001	001/002	001/001	001/001	001/002	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	001/001	002/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	001/001	002/002	100/104	300/340	207/207	302/306	128/128	192/204	238/242	198/206	263/291	221/225	157/185	114/080	114/116	002	002	001
RBL2_014	RBL2	001/001	001/002	001/002	002/002	002/002	001/001	001/002	002/002	001/002	001/001	002/002	002/002	001/002	001/001	001/002	002/002	002/002	002/002	001/001	001/002	002/002	001/002	001/001	002/002	001/002	001/002	001/001	001/001	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/002	001/002	002/002	001/001	002/002	002/002	001/002	001/001	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	104/104	340/340	207/223	310/322	128/128	196/208	246/266	198/306	219/267	177/205	161/197	114/118	116/116	002	002	001
RBL2_015	RBL2	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/002	001/001	001/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	001/001	001/002	001/002	001/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/002	001/002	002/002	002/002	001/002	002/002	104/104	300/364	223/243	266/286	128/132	196/196	238/262	250/278	239/267	181/213	161/185	114/114	116/128	002	002	001
RBL2_016	RBL2	002/002	002/002	001/001	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	000/000	001/001	002/002	002/002	001/001	001/002	001/001	001/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	001/001	002/002	002/002	001/001	001/001	001/002	001/002	001/002	002/002	001/002	001/001	002/002	104/104	320/364	219/227	218/286	128/132	192/196	258/258	202/210	231/247	217/225	161/201	114/114	128/128	001	002	002
RBL2_017	RBL2	001/002	001/002	002/002	001/002	002/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	001/001	001/002	001/001	001/002	001/002	002/002	001/001	001/002	002/002	001/001	001/002	001/002	001/002	001/002	001/001	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/002	002/002	100/104	344/356	235/243	178/302	128/140	196/200	238/262	202/282	219/275	205/221	145/177	114/122	116/116	002	002	001
RBL2_018	RBL2	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	001/002	002/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	001/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	002/002	100/104	348/356	223/239	286/322	132/132	192/204	238/262	206/206	247/279	205/217	181/185	110/114	128/128	002	002	001
RBL2_019	RBL2	001/001	002/002	001/001	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	001/002	001/001	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	001/001	001/001	001/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	002/002	002/002	001/002	001/001	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	001/002	001/001	002/002	104/106	336/364	227/231	190/302	128/128	192/196	238/246	198/202	231/247	209/221	161/201	114/114	116/128	002	002	001
RBL2_020	RBL2	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	001/002	001/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	002/002	001/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/002	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	001/002	001/002	001/001	001/002	001/002	001/001	002/002	104/104	340/360	223/231	214/298	128/128	192/224	238/262	202/202	227/271	205/205	161/205	110/110	116/128	002	002	001
RBL2_021	RBL2	001/001	001/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	000/000	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/002	001/002	001/002	001/001	001/001	002/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/002	002/002	001/002	001/001	001/001	001/002	002/002	002/002	002/002	001/001	001/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/002	001/002	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	002/002	002/002	000/000	332/356	235/251	306/326	124/128	196/204	254/262	282/282	263/275	213/221	165/205	114/114	128/130	002	002	001
